thread_id,opening_text,created_at,n_turns,dt,month
1770,@AppleSupport why is my home sharing not working and how do i fix it,Tue Oct 31 22:07:33 +0000 2017,4,2017-10-31 22:07:33+00:00,2017-10
1779,@115858 my PHONE app doesn’t work. Thank you for updating my #iPhone to an #ipod,Tue Oct 31 22:04:38 +0000 2017,8,2017-10-31 22:04:38+00:00,2017-10
1781,@AppleSupport why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,Tue Oct 31 22:27:15 +0000 2017,2,2017-10-31 22:27:15+00:00,2017-10
1783,@115858 if my words even mean a thing to you; I am an iPhone 7 owner and have updated to your latest software and now am having the most dropped calls in history and glitch’s such as apps randomly opening and more ... #iHelp,Tue Oct 31 22:27:45 +0000 2017,2,2017-10-31 22:27:45+00:00,2017-10
1785,@AppleSupport epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?,Tue Oct 31 22:27:34 +0000 2017,2,2017-10-31 22:27:34+00:00,2017-10
1791,why won’t my apps fuccin download or update @AppleSupport,Tue Oct 31 21:25:20 +0000 2017,6,2017-10-31 21:25:20+00:00,2017-10
2613,"Cupertino, we have a problem. .@115858 .@116333 .@AppleSupport .@190 https://t.co/ImMcJ8QsTM",Tue Oct 31 22:44:41 +0000 2017,4,2017-10-31 22:44:41+00:00,2017-10
2616,"@AppleSupport why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life",Tue Oct 31 22:48:09 +0000 2017,4,2017-10-31 22:48:09+00:00,2017-10
2620,@AppleSupport watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.,Tue Oct 31 22:47:13 +0000 2017,4,2017-10-31 22:47:13+00:00,2017-10
2624,"It’s been a few days since @115858 made me update my phone’s operating system. Now constantly glitching, hmm 🤔 I’m shocked!",Tue Oct 31 22:49:04 +0000 2017,3,2017-10-31 22:49:04+00:00,2017-10
2628,Question- @249 @115858 my iPhone6 dies very quick (have to charge it 3 times a day) my iPhone5 battery was faulty. Could this be the same?,Tue Oct 31 22:50:00 +0000 2017,4,2017-10-31 22:50:00+00:00,2017-10
2632,And why is my music NEVER in my control center?! @AppleSupport,Tue Oct 31 22:44:52 +0000 2017,4,2017-10-31 22:44:52+00:00,2017-10
2635,"@115858 Just updated iOS on iPhone7, now iCloud backup greyed out, cannot be turned on, says “Last Backup Never”",Tue Oct 31 22:42:07 +0000 2017,2,2017-10-31 22:42:07+00:00,2017-10
2640,"@AppleSupport hi, I have a problem with my macbook pro, it won't turn on, I think it might be the charger but not sure. Is there a...",Tue Oct 31 22:44:43 +0000 2017,5,2017-10-31 22:44:43+00:00,2017-10
2642,@AppleSupport still no reliable Bluetooth on my iPhone 8+.,Tue Oct 31 22:44:01 +0000 2017,2,2017-10-31 22:44:01+00:00,2017-10
2645,@115858 when will the bug in the calendar app be fixed? I upgraded to iOS 11.1 and it still crashes when iOS 11.03,Tue Oct 31 22:41:02 +0000 2017,4,2017-10-31 22:41:02+00:00,2017-10
2648,@AppleSupport do you have any apps for epilepsy so I can detect my seizures thanks in advance,Tue Oct 31 22:37:41 +0000 2017,2,2017-10-31 22:37:41+00:00,2017-10
2650,"@115858 really needs to fix this update. My phone has never been slower, for real.",Tue Oct 31 22:43:42 +0000 2017,2,2017-10-31 22:43:42+00:00,2017-10
2656,My iPhone has erased and re-added emails dating back from 2013 til now twice in the past 24 hours. Wth??? @AppleSupport,Tue Oct 31 20:02:52 +0000 2017,6,2017-10-31 20:02:52+00:00,2017-10
2659,Is anyone else having problems with there iPhone 7 saying no service? @115858 @115714,Tue Oct 31 22:41:06 +0000 2017,2,2017-10-31 22:41:06+00:00,2017-10
2662,So why is this happening I️ I️ I️ @AppleSupport,Tue Oct 31 22:32:52 +0000 2017,2,2017-10-31 22:32:52+00:00,2017-10
2666,I keep getting this error message saying “the item can’t be played” and idk how to fix it... @115948 @AppleSupport,Tue Oct 31 22:44:20 +0000 2017,4,2017-10-31 22:44:20+00:00,2017-10
2676,@AppleSupport HELP ME. I have a problem with my iPhone 7😑,Tue Oct 31 22:04:56 +0000 2017,8,2017-10-31 22:04:56+00:00,2017-10
2678,"@AppleSupport Any idea why icons show up like this? I did force reset to no avail. After initial notification display, they show up. https://t.co/qBFIAlpGyD",Tue Oct 31 22:38:41 +0000 2017,2,2017-10-31 22:38:41+00:00,2017-10
2682,@AppleSupport ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!,Fri Oct 20 08:39:06 +0000 2017,4,2017-10-20 08:39:06+00:00,2017-10
2684,@AppleSupport live photo keeps turning on in the camera even when it’s set to stay off. Please fix in next update.,Tue Oct 31 22:38:21 +0000 2017,2,2017-10-31 22:38:21+00:00,2017-10
3761,Listen I’m having issues with my phone so like can you @ me so we can talk @AppleSupport,Tue Oct 31 23:04:42 +0000 2017,2,2017-10-31 23:04:42+00:00,2017-10
3764,not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus @AppleSupport,Tue Oct 31 23:04:59 +0000 2017,4,2017-10-31 23:04:59+00:00,2017-10
3767,@AppleSupport I’m no expert in battery life  but 40% doesn’t go to 7% in 5minutes,Tue Oct 31 22:59:14 +0000 2017,2,2017-10-31 22:59:14+00:00,2017-10
3770,@AppleSupport this is my top bar every time I open messages on my SE after updating to iOS 11.1 https://t.co/Lzge3qzc7w,Tue Oct 31 23:00:56 +0000 2017,4,2017-10-31 23:00:56+00:00,2017-10
3773,@AppleSupport iOS 11.1 - keyboard lag. 🤨 https://t.co/TdIHT9L9dt,Tue Oct 31 23:00:36 +0000 2017,2,2017-10-31 23:00:36+00:00,2017-10
3779,"@AppleSupport I've also forced the app to close from the background and reopened, no dice 🎲",Tue Oct 31 22:53:05 +0000 2017,4,2017-10-31 22:53:05+00:00,2017-10
4871,Really considering getting a new kind of phone since my iPhone dies with 90% while using my camera 😤 @115858 @AppleSupport @318,Tue Oct 31 23:22:50 +0000 2017,4,2017-10-31 23:22:50+00:00,2017-10
4875,Come on @AppleSupport #ios11.1  Same bug as before. Numbers disappear when entering info. Video below. #iosproblems https://t.co/eKirAn2Mam,Tue Oct 31 23:21:57 +0000 2017,3,2017-10-31 23:21:57+00:00,2017-10
4879,@AppleSupport I can’t download songs. Progress icon keeps spinning. On both data + WiFi. Stream works though. Can’t add songs to playlists. https://t.co/x7uUxSqO9u,Tue Oct 31 21:36:19 +0000 2017,4,2017-10-31 21:36:19+00:00,2017-10
4882,@AppleSupport tell me why I️’I’ve updated my phone twice and I️ can’t type letter I️ without getting a letter A and a question mark,Tue Oct 31 23:13:13 +0000 2017,6,2017-10-31 23:13:13+00:00,2017-10
4890,"@AppleSupport whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help? https://t.co/8tQy27WvMe",Tue Oct 31 23:16:12 +0000 2017,3,2017-10-31 23:16:12+00:00,2017-10
4893,This “I️” shit annoying yo @115858 fix this shit,Tue Oct 31 23:07:35 +0000 2017,2,2017-10-31 23:07:35+00:00,2017-10
4896,@AppleSupport please make this stop!!! https://t.co/YoyrO8iZKe,Tue Oct 31 23:08:51 +0000 2017,5,2017-10-31 23:08:51+00:00,2017-10
4901,Please fix the battery issues in Ios 11! @AppleSupport @115858,Tue Oct 31 23:13:35 +0000 2017,4,2017-10-31 23:13:35+00:00,2017-10
4906,@AppleSupport The ‘Overlapping url over TIME on Free WiFi hotspots’ remains. v11.0.3. Not a WiFi problem; two different hotspots shown. https://t.co/81ifcrDUeS,Tue Oct 31 23:06:38 +0000 2017,4,2017-10-31 23:06:38+00:00,2017-10
4909,"コレは本当に困る、ゲームも出来なくなったしアップデートしなきゃ良かった´д` ;
@AppleSupport @115858 → 「バッテリーの減りが激しい」という問題に関しても同様）。 https://t.co/bGQly6cE2O",Tue Oct 31 23:11:05 +0000 2017,2,2017-10-31 23:11:05+00:00,2017-10
4912,Series1 #Applewatch would consistently get 18 hrs + per charge prior to last update. Now 12-13 hrs max.Died @ gym 2nite. Wtf @AppleSupport ?,Tue Oct 31 23:09:18 +0000 2017,3,2017-10-31 23:09:18+00:00,2017-10
4915,"Don’t complain a lot about @115858 but when battery iphone goes down 50% after using your phone for 30 minutes .....
Problems since update 11",Tue Oct 31 22:57:45 +0000 2017,2,2017-10-31 22:57:45+00:00,2017-10
4917,.@AppleSupport why my iPhone keep dying at 30% quit playing games I'm not getting no new damn phone or iPhone x,Tue Oct 31 23:03:40 +0000 2017,2,2017-10-31 23:03:40+00:00,2017-10
5808,Y’all need to fix this now @115858,Tue Oct 31 23:27:31 +0000 2017,2,2017-10-31 23:27:31+00:00,2017-10
5812,@AppleSupport just updated my 7 plus to 11.1 but I can’t see the new emojis on my watch. Pls help.,Tue Oct 31 21:09:27 +0000 2017,4,2017-10-31 21:09:27+00:00,2017-10
5816,I️ &lt;— wtf is going on @AppleSupport,Tue Oct 31 23:11:02 +0000 2017,4,2017-10-31 23:11:02+00:00,2017-10
5819,@AppleSupport I can’t change lock screen anymore from ‘wallpaper’ in settings. How do I do it now?,Tue Oct 31 23:36:21 +0000 2017,3,2017-10-31 23:36:21+00:00,2017-10
5821,"Dear @AppleSupport this new update sucks ,I have too many problems with my phone now ! Blurry screen , black screen , frozen phone !",Tue Oct 31 23:28:41 +0000 2017,2,2017-10-31 23:28:41+00:00,2017-10
5823,@115858 creates amazing technology..... but talk to text still messes up 90% of what I will it to type..... #fixyourcrap,Tue Oct 31 23:29:37 +0000 2017,2,2017-10-31 23:29:37+00:00,2017-10
5825,"@AppleSupport excuse me, can someone explain to me why when I type an “I️” alone I️ get an A and a question mark???????",Tue Oct 31 23:33:58 +0000 2017,2,2017-10-31 23:33:58+00:00,2017-10
5829,"Heyyy @115858 still waiting on a version of iOS 11 that isn’t complete shit

— Everyone with any iPhone that isn’t the brand new one",Tue Oct 31 23:30:02 +0000 2017,3,2017-10-31 23:30:02+00:00,2017-10
5833,"sa fait 1h j’ai ios11.1 et mon tel redemarre seul, explication @AppleSupport ?????",Tue Oct 31 23:24:02 +0000 2017,4,2017-10-31 23:24:02+00:00,2017-10
5835,You dropped an update and I️ still see boxed question marks. Fix this shit @AppleSupport @115858.,Tue Oct 31 23:24:52 +0000 2017,2,2017-10-31 23:24:52+00:00,2017-10
5839,Just updated to iOS 11.2 and my keyboard is completely screwed up and glitchy now 🤦‍♂️ @115858 @AppleSupport,Tue Oct 31 23:32:30 +0000 2017,6,2017-10-31 23:32:30+00:00,2017-10
5845,@AppleSupport Updated iPad Pro to 11.1.  Worked on draft email. None of changes saved. Started new email. Saved but disappeared. Help please,Tue Oct 31 23:25:15 +0000 2017,4,2017-10-31 23:25:15+00:00,2017-10
5849,I updated to iOS 11 and my iPhone 6 stopped connecting to wi-fi. Already restored the phone and the network connections @AppleSupport,Tue Oct 31 23:18:58 +0000 2017,4,2017-10-31 23:18:58+00:00,2017-10
5853,@319 why is my “it “ autocorrecting to I.T?? So annoying! Can’t change in settings either...@AppleSupport,Tue Oct 31 23:16:16 +0000 2017,2,2017-10-31 23:16:16+00:00,2017-10
6483,Hello @115858 @AppleSupport what’s happening to my screen https://t.co/GTNXT4VoKd,Mon Oct 09 00:07:26 +0000 2017,2,2017-10-09 00:07:26+00:00,2017-10
6554,@AppleSupport how long does it take usually for account recovery to get back to you? It’s been about a week now.,Mon Oct 09 00:12:53 +0000 2017,2,2017-10-09 00:12:53+00:00,2017-10
6608,@AppleSupport the fact that my laptop that I haven't even had for two years keeps shutting off without warning at 15% is kind of ridiculous.,Mon Oct 09 00:00:42 +0000 2017,2,2017-10-09 00:00:42+00:00,2017-10
6919,"@AppleSupport I installed the iOS 10.0 , 10.0.1 and 10.0.2 and makes my iPhone 6 very slow and doesn’t work properly can you help me?",Sun Oct 08 23:28:14 +0000 2017,4,2017-10-08 23:28:14+00:00,2017-10
6928,@AppleSupport my iPhone is a fully up to date so why does my phone keep freezing 🙃???,Mon Oct 09 00:16:29 +0000 2017,2,2017-10-09 00:16:29+00:00,2017-10
6934,@115858 after the new apple updates: the battery life is really go fast and the WiFi is always on! @AppleSupport #newappleupdates,Mon Oct 09 00:11:15 +0000 2017,2,2017-10-09 00:11:15+00:00,2017-10
8297,@AppleSupport Hello there i need help with the use of an administartors name and password on my imac,Sun Nov 05 20:19:05 +0000 2017,2,2017-11-05 20:19:05+00:00,2017-11
8299,@AppleSupport DL the latest iOS today. Very laggy 6s. Phone is running like hammered dog shit since the DL.,Sun Nov 05 20:14:34 +0000 2017,2,2017-11-05 20:14:34+00:00,2017-11
8302,Every time I watch a live broadcast or video it skips or repeats a few seconds since updating @AppleSupport https://t.co/ufl7yqidmb,Sun Nov 05 20:24:22 +0000 2017,3,2017-11-05 20:24:22+00:00,2017-11
8304,@116333 @115858  can your team let me know why my new iPhone 6 always has hanging problem I do not know what the problem is by I know I feel I am cheated by apple for phone 📱 do I ?,Sun Nov 05 21:52:45 +0000 2017,2,2017-11-05 21:52:45+00:00,2017-11
8313,@AppleSupport i have 256 hd and timemachine/system is taking up 150gb of space. I only have 25gb free. Is it suppose to work like this?,Sat Nov 04 17:42:01 +0000 2017,6,2017-11-04 17:42:01+00:00,2017-11
8321,I️ can’t believe that @115858 &amp; @AppleSupport has not fixed the vowel text issue. It’s very annoying and takes extra time to write something👎,Sun Nov 05 15:08:44 +0000 2017,8,2017-11-05 15:08:44+00:00,2017-11
8331,Oh my god i’m so embarrassing @115858 why do I always send voice recordings in iMessage by accident do you know how embarrassing that is?!,Sun Nov 05 19:59:18 +0000 2017,2,2017-11-05 19:59:18+00:00,2017-11
8340,@AppleSupport only 8 attempts to open the twitter app and complain about the iOS 11 messing up my iPhone 7 - this is slowing down my life :(,Sun Nov 05 20:16:27 +0000 2017,2,2017-11-05 20:16:27+00:00,2017-11
8422,"Dear @115858, I have an online order which I never received - who can I talk to?",Sat Nov 18 17:33:17 +0000 2017,5,2017-11-18 17:33:17+00:00,2017-11
8437,@115858 suck! Upgrade phone &amp; I lose my Apple ID. Can’t get new id without old &amp; can’t book Genius bar help appointment without ID!!! #stupid,Sat Nov 18 18:20:42 +0000 2017,4,2017-11-18 18:20:42+00:00,2017-11
8542,@115858 needs to figure it’s shit out. My phone won’t stop freezing &amp; closing apps 🙄😡,Tue Oct 31 23:38:03 +0000 2017,2,2017-10-31 23:38:03+00:00,2017-10
8545,what the fuck @115858? https://t.co/oHhvAW2pqh,Tue Oct 31 23:37:19 +0000 2017,4,2017-10-31 23:37:19+00:00,2017-10
8548,@AppleSupport lil help? https://t.co/3cl8aEdWdr,Tue Oct 31 23:48:40 +0000 2017,2,2017-10-31 23:48:40+00:00,2017-10
8557,"@AppleSupport is that safe if we disable passcode for unlock iphone? i mean,is the fingerprint still worked out? i think dat would be enough",Tue Oct 31 20:31:28 +0000 2017,6,2017-10-31 20:31:28+00:00,2017-10
8561,@AppleSupport  hey what’s going on with the letter I . When i start to. Type this happens below https://t.co/jbNZfUwkzL,Tue Oct 31 23:48:57 +0000 2017,6,2017-10-31 23:48:57+00:00,2017-10
8568,@115858 wtf y’all got going on with my emojis 😐 I’m seeing boxes and shit,Tue Oct 31 23:42:39 +0000 2017,3,2017-10-31 23:42:39+00:00,2017-10
8570,"@115858 @AppleSupport FYI, Folders no longer show Folder Names after update unless folder highlighted. https://t.co/1iiNNz9ZFk",Tue Oct 31 23:44:22 +0000 2017,2,2017-10-31 23:44:22+00:00,2017-10
8574,@AppleSupport this is the second Fishing email that I have gotten in 2 days https://t.co/WG3DvyKLSj,Tue Oct 31 23:44:40 +0000 2017,4,2017-10-31 23:44:40+00:00,2017-10
8577,@AppleSupport since upgrade to High Sierra I see this screen each time my iMac reboots thus defeating automatic login I need. Help. https://t.co/z9trEHnGbP,Tue Oct 31 23:40:32 +0000 2017,2,2017-10-31 23:40:32+00:00,2017-10
8579,"@AppleSupport I bought 2 iPhones X on Friday, but I don’t see any charge on my credit card. Do I should worry or it’s normal?",Tue Oct 31 23:42:57 +0000 2017,2,2017-10-31 23:42:57+00:00,2017-10
9152,"Hey @AppleSupport, what’s up with this new autocorrect? Happening on iPhone 7 Plus and iPhone 7. https://t.co/pHA05gv7g7",Wed Nov 01 00:01:52 +0000 2017,6,2017-11-01 00:01:52+00:00,2017-11
9160,I got my phone yesterday and it’s already not charging thanks @115858 🙃,Tue Oct 31 23:54:20 +0000 2017,4,2017-10-31 23:54:20+00:00,2017-10
9162,"My iPhone is so damn glitchy, not sure this upgrade to the 8 was worth it. I can’t even send pictures 😡 @AppleSupport",Wed Nov 01 00:09:50 +0000 2017,2,2017-11-01 00:09:50+00:00,2017-11
9165,Can I undo this iOS update? This is horrendous and dealing with phone frustration during 75% of my 150 mobile uses each day is not acceptable @115858,Tue Oct 31 23:57:43 +0000 2017,2,2017-10-31 23:57:43+00:00,2017-10
9170,11.1にあげたらTwitter少し見てるだけだし低電力モードなのに20パーへったぞ。デバイス本体ごと取り換えて数ヶ月だし今回のアプデはミスだな。バッテリー消費悪化してる。 @AppleSupport,Wed Nov 01 00:05:04 +0000 2017,4,2017-11-01 00:05:04+00:00,2017-11
9174,"Bienvenida sea la multi tarea al 3D touch en iphone, gracias @AppleSupport  #newupdate",Wed Nov 01 00:03:39 +0000 2017,3,2017-11-01 00:03:39+00:00,2017-11
9176,@AppleSupport the new update is making my phone so funky. Check out the emoji and the letter I️. Is there a fix? https://t.co/9EpjZmt5ZC,Wed Nov 01 00:03:28 +0000 2017,2,2017-11-01 00:03:28+00:00,2017-11
9178,@AppleSupport what’s up with typing the letter I️ ... it wants to be an A and a box with a question mark,Tue Oct 31 23:58:23 +0000 2017,2,2017-10-31 23:58:23+00:00,2017-10
9180,"@AppleSupport I bought an iTunes gift card worth £15 a week ago, and the email still hasn’t come into my inbox to tell me the code. Helpppp",Tue Oct 31 23:59:34 +0000 2017,2,2017-10-31 23:59:34+00:00,2017-10
9187,@AppleSupport hey apple ! What is going on with the iPhones ?? Every time I️ type the letter “I️” I️ get a symbol. Which you see right now!,Tue Oct 31 21:04:36 +0000 2017,6,2017-10-31 21:04:36+00:00,2017-10
9190,Hey @115858 just wondering why this new update has had my phone going bananas all day so far?? Please enlighten me.,Tue Oct 31 23:54:41 +0000 2017,4,2017-10-31 23:54:41+00:00,2017-10
9193,Ayo @AppleSupport fix this whole question mark box ting dem shits annoying.,Tue Oct 31 23:53:58 +0000 2017,2,2017-10-31 23:53:58+00:00,2017-10
9195,@AppleSupport I bought an iPhone 8 with AppleCare+. Wanting to return the iPhone 8. What happens with the AppleCare+?,Tue Oct 31 23:50:33 +0000 2017,2,2017-10-31 23:50:33+00:00,2017-10
9304,@AppleSupport why are my I ‘s changing into I️ ?!!!!!,Tue Oct 31 23:49:57 +0000 2017,2,2017-10-31 23:49:57+00:00,2017-10
9827,Damn the new emojis @115858. Will my battery still go from 65% to 40% after one snap?,Wed Nov 01 00:14:20 +0000 2017,2,2017-11-01 00:14:20+00:00,2017-11
9831,@applesupport please help us lmao https://t.co/EngGZoVACe,Wed Nov 01 00:21:09 +0000 2017,4,2017-11-01 00:21:09+00:00,2017-11
9835,Dear @AppleSupport why is my letter I️ not working by itself in email or text? When I️ type the letter “I️” the attached happens. https://t.co/2qZ7Tjx5cF,Wed Nov 01 00:12:00 +0000 2017,4,2017-11-01 00:12:00+00:00,2017-11
9838,@AppleSupport updating xcode via appstore. 7-min remaining 6-hr ago. 1-min rem for over an hour. Why? My net bandwidth is good.,Wed Nov 01 00:13:17 +0000 2017,2,2017-11-01 00:13:17+00:00,2017-11
9840,"@AppleSupport mi iPhone no se puede conectar a la red wifi privadas pero si a las free, que hago 😢",Wed Nov 01 00:08:50 +0000 2017,2,2017-11-01 00:08:50+00:00,2017-11
9843,FOCO AQUI @AppleSupport Q Q TÁ ACONTECENDO ~ iOS 11 guloso https://t.co/Eonz2w9xPi,Wed Nov 01 00:12:15 +0000 2017,5,2017-11-01 00:12:15+00:00,2017-11
9848,@AppleSupport hey my i on my keyboard isn't working and i just updated my phone to the latest IOS,Wed Nov 01 00:09:52 +0000 2017,4,2017-11-01 00:09:52+00:00,2017-11
10667,"Ok, @ATT and @115858 figure your collective shit out. The error when attempting to type “I am” &amp; getting weird ASCII characters is stoopid.",Wed Nov 01 00:36:43 +0000 2017,2,2017-11-01 00:36:43+00:00,2017-11
10671,"@AppleSupport So, since updating the latest iOS, Pages no longer lets me open any docs, all show,  just don’t open. Suggestions? Anyone?",Wed Nov 01 00:35:56 +0000 2017,4,2017-11-01 00:35:56+00:00,2017-11
10674,"@AppleSupport after I upgraded my iPhone to iOS 11.0.3, the back camera and the flash stopped working. Could you do something?",Wed Nov 01 00:32:56 +0000 2017,2,2017-11-01 00:32:56+00:00,2017-11
10677,"@applesupport just updated Apple Watch to 4.1. Is ESPN radio etc only available in USA, can’t get it on my watch in the UK",Wed Nov 01 00:26:46 +0000 2017,3,2017-11-01 00:26:46+00:00,2017-11
10679,Depois da ultima atualizado do IOS a bateria do IPhone 6 tá durando quase nada @115858 @AppleSupport,Wed Nov 01 00:28:59 +0000 2017,2,2017-11-01 00:28:59+00:00,2017-11
10681,@115858 why is it impossible to Type “I” without a stupid box with a question mark. #notimpressed #fixit,Wed Nov 01 00:30:45 +0000 2017,2,2017-11-01 00:30:45+00:00,2017-11
10683,@AppleSupport Baje la App de @701 la cual es gratuita y me llego un cargo de $18.11 Pesos ¿cuál es el motivo?,Wed Nov 01 00:30:30 +0000 2017,2,2017-11-01 00:30:30+00:00,2017-11
10687,@115858 why everytime I️ type an “I️” this extra A and box pops up ??,Tue Oct 31 17:46:14 +0000 2017,4,2017-10-31 17:46:14+00:00,2017-10
10689,updated to iOS 11.1 @AppleSupport and there's so many glitches and bugs I found inside the update,Wed Nov 01 00:27:58 +0000 2017,2,2017-11-01 00:27:58+00:00,2017-11
10691,Downloaded new software update and my iPhone 6S in perfect condition magically became inoperably glitchy. What a coincidence @AppleSupport,Wed Nov 01 00:31:01 +0000 2017,2,2017-11-01 00:31:01+00:00,2017-11
10694,@AppleSupport why do I not have my October challenge ring after competition? 😡😡,Wed Nov 01 00:05:37 +0000 2017,4,2017-11-01 00:05:37+00:00,2017-11
11096,"My battery was at 64% and I restarted my phone and now it’s at 52%. WHAT THE FUCK FIX YOUR SHIT IOS 11!!!

cc: @115858 @AppleSupport",Wed Nov 01 00:46:50 +0000 2017,4,2017-11-01 00:46:50+00:00,2017-11
11101,"@115858  @AppleSupport music and podcast “skip” around like a CD, then distorts and clears up in few seconds, only happens after iOS 11",Wed Nov 01 00:49:38 +0000 2017,4,2017-11-01 00:49:38+00:00,2017-11
11108,I️ might have to fold for this League Pass,Wed Nov 01 00:48:20 +0000 2017,3,2017-11-01 00:48:20+00:00,2017-11
11111,My phone been fucking up all week @115858! https://t.co/VHrjDRAQPk,Wed Nov 01 00:46:28 +0000 2017,6,2017-11-01 00:46:28+00:00,2017-11
11116,@115858 wtf is this “!  ?box” shit I️ keep seeing? Or someone just answer it plz lol,Wed Nov 01 00:40:00 +0000 2017,2,2017-11-01 00:40:00+00:00,2017-11
11118,"@AppleSupport my watch has been saying I’ve been averaging 57 minutes, now today it’s 52, I checked and did the math it’s 57... what the??? https://t.co/kQWakgjXJ5",Wed Nov 01 00:46:14 +0000 2017,2,2017-11-01 00:46:14+00:00,2017-11
11122,@AppleSupport @118101 would love to know why my pictures look like this when I take a picture 😡 https://t.co/yVpQKCBzFu,Fri Oct 27 19:23:27 +0000 2017,4,2017-10-27 19:23:27+00:00,2017-10
11126,"@115858, your new iOS 11.1 not resolve the calendar problem. 😡#iOS11 #iosfail",Wed Nov 01 00:46:28 +0000 2017,3,2017-11-01 00:46:28+00:00,2017-11
11129,@AppleSupport @20600 lucky I was home and next to this when it randomly started to smoke. Unplugged before disaster!! What the hell? https://t.co/k42Ei9OXuG,Wed Nov 01 00:34:17 +0000 2017,2,2017-11-01 00:34:17+00:00,2017-11
11131,Is anyone doing bug fixing @115858  anymore? I have a whole zoo of them on my iPhone and iMac that could be tamed!,Wed Nov 01 00:41:35 +0000 2017,2,2017-11-01 00:41:35+00:00,2017-11
11134,@AppleSupport My Touch ID failed when I restarted my phone. Now it’s not working at all,Wed Nov 01 00:36:48 +0000 2017,6,2017-11-01 00:36:48+00:00,2017-11
