thread_id,opening_text,llm_intent,llm_escalate_derived,generated_reply,human_grounded,human_on_brand_tone,human_actionable,human_escalation_handling,human_safety_correctness,human_overall,opening_text_judged,created_at,n_turns,dt,month,label_intent,is_multi_issue,is_non_english,is_support_request,label_escalate,label_reason,label_source,human_reviewed,llm_intent_judged,llm_is_multi_issue,llm_confidence,llm_parse_error,llm_raw_response,llm_escalate_derived_judged,generated_reply_judged,judge_grounded,judge_on_brand_tone,judge_actionable,judge_escalation_handling,judge_safety_correctness,judge_overall,judge_justification,judge_parse_error,overall_diff
594706,@AppleSupport Is this a scam? https://t.co/QNgQ310eyg,account_access_security,True,"We can help you secure your account. For your protection, never share passwords or verification codes. Start account recovery at iforgot.apple.com or contact us if you need further assistance.",4,4,3,5,5,4,@AppleSupport Is this a scam? https://t.co/QNgQ310eyg,Sun Dec 03 16:59:45 +0000 2017,2,2017-12-03 16:59:45+00:00,2017-12,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required,rules_plus_AI_review,False,account_access_security,False,high,False,"{""intent"": ""account_access_security"", ""is_multi_issue"": false, ""confidence"": ""high""}",True,"We can help you secure your account. For your protection, never share passwords or verification codes. Start account recovery at iforgot.apple.com or contact us if you need further assistance.",5,4,3,5,5,4,"The reply is grounded, on-brand, and handles escalation correctly, but could be more actionable and concise.",False,0
361743,"Even when I try to change some settings in Preview print, it freezes... Come on fix it @115858 https://t.co/VlmHkrTumN",software_update_performance,False,"Sorry to hear you're experiencing issues. Please restart Preview, check for updates, and ensure your Mac has enough free storage. If the problem persists, let us know your Mac model and macOS version for further assistance.",5,4,4,5,5,4,"Even when I try to change some settings in Preview print, it freezes... Come on fix it @115858 https://t.co/VlmHkrTumN",Sun Oct 08 15:37:19 +0000 2017,2,2017-10-08 15:37:19+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,software_update_performance,False,high,False,"{""intent"": ""software_update_performance"", ""is_multi_issue"": false, ""confidence"": ""high""}",False,"Sorry to hear you're experiencing issues. Please restart Preview, check for updates, and ensure your Mac has enough free storage. If the problem persists, let us know your Mac model and macOS version for further assistance.",5,4,4,3,5,4,"The reply is grounded, on-brand, and actionable, but could be more clearly directed towards escalation and less vague.",False,0
566721,@AppleSupport my iPad is frozen. Please HELP!,software_update_performance,False,"Sorry to hear your iPad is frozen. Please restart it first. If it continues, let us know your iPad model and iOS version so we can assist further.",5,4,4,5,5,4,@AppleSupport my iPad is frozen. Please HELP!,Sun Dec 03 01:37:24 +0000 2017,2,2017-12-03 01:37:24+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,software_update_performance,False,medium,False,"{""intent"": ""software_update_performance"", ""is_multi_issue"": false, ""confidence"": ""medium""}",False,"Sorry to hear your iPad is frozen. Please restart it first. If it continues, let us know your iPad model and iOS version so we can assist further.",5,4,4,5,5,4,"The reply is grounded, on-brand, and actionable, and correctly handles escalation. However, it could be slightly more empathetic and concise.",False,0
440794,"@AppleSupport Hi, so I have several billing issues with Apple Music. 1. It's billing me in pounds not dollars. Isn't that theft?",billing_subscription_purchase,True,"We’re sorry to hear about the billing issue with Apple Music. For account-specific assistance, please contact Apple Support. We’ll look into this for you.",4,4,3,5,5,4,"@AppleSupport Hi, so I have several billing issues with Apple Music. 1. It's billing me in pounds not dollars. Isn't that theft?",Tue Oct 10 17:08:16 +0000 2017,3,2017-10-10 17:08:16+00:00,2017-10,billing_subscription_purchase,False,False,True,True,"money-sensitive purchase, charge, subscription, or fulfillment issue",rules_plus_AI_review,False,billing_subscription_purchase,False,high,False,"{""intent"": ""billing_subscription_purchase"", ""is_multi_issue"": false, ""confidence"": ""high""}",True,"We’re sorry to hear about the billing issue with Apple Music. For account-specific assistance, please contact Apple Support. We’ll look into this for you.",4,3,2,4,5,3,"The reply is generally grounded and on-brand, but it lacks actionable steps and could be more helpful.",False,1
143555,@AppleSupport why is the 6s having a glitch issue with the WiFi on iOS 11.1.2 ? Can’t connect at all,connectivity,False,"Sorry to hear you're having trouble. Try restarting your device and ensuring Wi-Fi is enabled. If issues persist, let us know your device model and iOS version.",5,4,3,5,5,4,@AppleSupport why is the 6s having a glitch issue with the WiFi on iOS 11.1.2 ? Can’t connect at all,Fri Nov 24 04:29:04 +0000 2017,2,2017-11-24 04:29:04+00:00,2017-11,connectivity,False,False,True,False,routine connectivity troubleshooting is safe to auto-handle,rules_plus_AI_review,False,connectivity,False,high,False,"{""intent"": ""connectivity"", ""is_multi_issue"": false, ""confidence"": ""high""}",False,"Sorry to hear you're having trouble. Try restarting your device and ensuring Wi-Fi is enabled. If issues persist, let us know your device model and iOS version.",5,4,4,3,5,4,"The reply is grounded, on-brand, and actionable, but could be more clearly directed towards escalation handling and slightly less vague.",False,0
41653,"Hey @AppleSupport either your grammar is going down hill, or someone’s gone #phishing https://t.co/8BHfuw5Tdq",account_access_security,True,"We value your feedback and appreciate you bringing this to our attention. We’re here to help. For your security, please don’t click any links. Could you share more details about the message, including the sender’s email, if available? We’ll ensure your account stays safe.",4,4,4,4,5,4,"Hey @AppleSupport either your grammar is going down hill, or someone’s gone #phishing https://t.co/8BHfuw5Tdq",Wed Nov 01 12:49:34 +0000 2017,2,2017-11-01 12:49:34+00:00,2017-11,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required,rules_plus_AI_review,False,account_access_security,False,high,False,"{""intent"": ""account_access_security"", ""is_multi_issue"": false, ""confidence"": ""high""}",True,"We value your feedback and appreciate you bringing this to our attention. We’re here to help. For your security, please don’t click any links. Could you share more details about the message, including the sender’s email, if available? We’ll ensure your account stays safe.",5,4,3,5,5,4,"The reply is grounded, on-brand, and handles escalation correctly, but could be more actionable and concise.",False,0
568457,I can’t do Apple Pay cash. On my iPhone X iOS 11.2 @115858 @AppleSupport,feature_how_to,False,We’re happy to help. Can you check if you have a valid card added to Apple Pay? Visit support.apple.com for step-by-step guidance. Please let us know if you need more assistance!,4,4,3,5,5,4,I can’t do Apple Pay cash. On my iPhone X iOS 11.2 @115858 @AppleSupport,Sun Dec 03 02:11:35 +0000 2017,3,2017-12-03 02:11:35+00:00,2017-12,feature_how_to,False,False,True,False,informational or setup question is safe to auto-handle,rules_plus_AI_review,False,feature_how_to,False,high,False,"{""intent"": ""feature_how_to"", ""is_multi_issue"": false, ""confidence"": ""high""}",False,We’re happy to help. Can you check if you have a valid card added to Apple Pay? Visit support.apple.com for step-by-step guidance. Please let us know if you need more assistance!,4,4,3,4,5,4,The reply is generally good but could be more actionable and slightly less generic.,False,0
462025,@AppleSupport @115858 When is the CF and Developer Tools sourcecode ever gonna be released for latest versions on https://t.co/DfzWMTGBfL ?????? I email and never get a response.,feature_how_to,False,"We’re happy to help. Please tell us which Apple device and software version you’re using. For development resources, check developer.apple.com. Let us know if you need more assistance!",5,4,3,5,5,4,@AppleSupport @115858 When is the CF and Developer Tools sourcecode ever gonna be released for latest versions on https://t.co/DfzWMTGBfL ?????? I email and never get a response.,Fri Dec 01 02:20:05 +0000 2017,2,2017-12-01 02:20:05+00:00,2017-12,feature_how_to,False,False,True,False,informational or setup question is safe to auto-handle,rules_plus_AI_review,False,feature_how_to,False,high,False,"{""intent"": ""feature_how_to"", ""is_multi_issue"": false, ""confidence"": ""high""}",False,"We’re happy to help. Please tell us which Apple device and software version you’re using. For development resources, check developer.apple.com. Let us know if you need more assistance!",4,3,2,3,5,3,The reply is somewhat grounded but could be more specific. The tone is okay but not very empathetic. It provides a next step but is vague. Escalation handling is acceptable. The advice is safe.,False,1
553564,Hi @115858 @AppleSupport I didn’t subscribe to @25269 hooq_sg. Please clarify if this email is LEGIT. https://t.co/J9Cm687Lft,account_access_security,True,"We can help you verify this. For your protection, never share passwords or verification codes. Please provide the email details or device/iOS version for further assistance.",4,4,3,4,5,4,Hi @115858 @AppleSupport I didn’t subscribe to @25269 hooq_sg. Please clarify if this email is LEGIT. https://t.co/J9Cm687Lft,Sat Dec 02 16:21:54 +0000 2017,2,2017-12-02 16:21:54+00:00,2017-12,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required,rules_plus_AI_review,False,account_access_security,False,high,False,"{""intent"": ""account_access_security"", ""is_multi_issue"": false, ""confidence"": ""high""}",True,"We can help you verify this. For your protection, never share passwords or verification codes. Please provide the email details or device/iOS version for further assistance.",5,4,3,5,5,4,"The reply is grounded, on-brand, and correctly handles escalation, but could be more actionable by providing a specific next step.",False,0
114521,@AppleSupport @6523 Will I ever be getting my Iphone? Looks like its doing loops between China and Korea #supplychainproblems https://t.co/KrFbthlKuJ,billing_subscription_purchase,True,"We’re sorry to hear about the delay with your iPhone. We’re experiencing global supply chain challenges. For updates, please check the status of your order at apple.com/orders and contact us if you need further assistance.",3,4,4,4,4,3,@AppleSupport @6523 Will I ever be getting my Iphone? Looks like its doing loops between China and Korea #supplychainproblems https://t.co/KrFbthlKuJ,Thu Nov 23 20:51:22 +0000 2017,3,2017-11-23 20:51:22+00:00,2017-11,billing_subscription_purchase,False,False,True,True,"money-sensitive purchase, charge, subscription, or fulfillment issue",rules_plus_AI_review,False,billing_subscription_purchase,False,medium,False,"{""intent"": ""billing_subscription_purchase"", ""is_multi_issue"": false, ""confidence"": ""medium""}",True,"We’re sorry to hear about the delay with your iPhone. We’re experiencing global supply chain challenges. For updates, please check the status of your order at apple.com/orders and contact us if you need further assistance.",4,4,3,4,5,3,"The reply is mostly grounded and on-brand, but could be more actionable and slightly less vague.",False,0
