thread_id,opening_text,created_at,n_turns,dt,month,label_intent,is_multi_issue,is_non_english,is_support_request,label_escalate,label_reason
629774,"Bought a brand new 32gb iPhone and I click into storage to find 21gb available, I’m going to presume the other 11gb is stuck in the post and will be here shortly yes? @115858",Wed Nov 22 13:56:45 +0000 2017,2,2017-11-22 13:56:45+00:00,2017-11,feature_how_to,False,False,True,False,informational or setup question is safe to auto-handle
734341,"Gracias @AppleSupport @115858 por borrarme dos años de recuerdos, esto no es normal después de largas horas al teléfono. No se si dar gracias",Fri Oct 06 16:50:30 +0000 2017,2,2017-10-06 16:50:30+00:00,2017-10,out_of_scope,False,True,True,True,"non-English input, out of scope for v1 auto-handling"
337028,@AppleSupport My phone got stolen &amp; these scammer people made a fake login to https://t.co/XGH0mSIJq1. Want to DM? Would luv 2 shut m down.,Sat Oct 07 20:27:27 +0000 2017,2,2017-10-07 20:27:27+00:00,2017-10,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required
274974,my phones literally been turning on for 14 hours fix this @115858,Sat Nov 25 03:01:53 +0000 2017,2,2017-11-25 03:01:53+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
361743,"Even when I try to change some settings in Preview print, it freezes... Come on fix it @115858 https://t.co/VlmHkrTumN",Sun Oct 08 15:37:19 +0000 2017,2,2017-10-08 15:37:19+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
711186,So now all of my memories (on the iPhone) are gone......thanks to @AppleSupport,Tue Oct 10 20:53:21 +0000 2017,2,2017-10-10 20:53:21+00:00,2017-10,data_backup_loss,False,False,True,True,significant or potentially irreversible data loss requires human review
415478,"Just spent almost an hour trying to update to iOS 11 and for it to say ""unknown error occurred"" @115858 you suck.",Tue Oct 10 01:15:31 +0000 2017,4,2017-10-10 01:15:31+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
449518,@115858 I love surprises but not when my headphones shock me not once but twice :) :) not happy,Thu Nov 30 20:48:37 +0000 2017,2,2017-11-30 20:48:37+00:00,2017-11,hardware_physical,False,False,True,True,physical-device or potential safety issue requires human assessment
495178,@115858 @115725 I’m soo glad I got that @134236 plus watch + cellular. Oh waaaiit my cellular won’t work and doesn’t connect to my network without my phone.  Money well spent? 🤔,Fri Dec 01 17:08:52 +0000 2017,2,2017-12-01 17:08:52+00:00,2017-12,connectivity,False,False,True,False,routine connectivity troubleshooting is safe to auto-handle
701609,@AppleSupport Beyond frustrated that the glass back on my iPhone 8 has cracked. I didn’t even drop it and it’s always had a case on it. You all swore to us that it was durable but clearly that isn’t the case.,Thu Nov 23 15:13:37 +0000 2017,2,2017-11-23 15:13:37+00:00,2017-11,hardware_physical,False,False,True,True,physical-device or potential safety issue requires human assessment
410115,@AppleSupport why is my phone telling me to update apple id settings? when I try the verification fails problem connecting to server 😡,Mon Oct 09 20:18:38 +0000 2017,8,2017-10-09 20:18:38+00:00,2017-10,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required
612780,"Help my iPhone is glitching like it’s possessed. Screens freeze, static screens when I scroll. Restarted it and no luck.@AppleSupport",Wed Nov 22 06:22:21 +0000 2017,2,2017-11-22 06:22:21+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
152948,@AppleSupport so... my phone continuously says no sim installed ever since I updated. I’m over this.,Fri Nov 24 15:04:05 +0000 2017,2,2017-11-24 15:04:05+00:00,2017-11,connectivity,False,False,True,False,routine connectivity troubleshooting is safe to auto-handle
483169,@115858 your latest OS is terrible. Has made all my devices very slow and my Mac not only did nor downloaded correctly but went down.  What are you doing to fix this? Shocking!!,Fri Dec 01 08:30:30 +0000 2017,2,2017-12-01 08:30:30+00:00,2017-12,software_update_performance,True,False,True,True,compound case; human review reduces the risk of an incomplete response
556965,@AppleSupport what is this? https://t.co/q71XY4UEkx,Sat Dec 02 18:34:38 +0000 2017,4,2017-12-02 18:34:38+00:00,2017-12,other_unclear,False,False,True,False,insufficient detail; ask one clarifying question before routing
735914,"@115858 Your new update has destroyed my iPhone 7 battery life INCLUDING my Apple battery case! Why? 😡 I now want to leave, not upgrade!",Tue Oct 10 07:04:38 +0000 2017,2,2017-10-10 07:04:38+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
556067,"My mother f***er of a phone won’t let me press install , my phones gonna restart and everything gone wahhhhhh https://t.co/03EIJ6yX8C",Sat Dec 02 19:33:32 +0000 2017,4,2017-12-02 19:33:32+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
898643,Does anyone know what’s going on with iTunes?! @AppleSupport @115948 @115858,Tue Nov 07 18:47:58 +0000 2017,11,2017-11-07 18:47:58+00:00,2017-11,other_unclear,False,False,True,False,insufficient detail; ask one clarifying question before routing
55124,"@AppleSupport Huge down performance on my 6 month old iphone7 with the news ios11, got plenty of issues.",Wed Nov 01 10:47:16 +0000 2017,2,2017-11-01 10:47:16+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
174121,@AppleSupport I have a problem with the batteries first my Appel watch and now my iPhone 5c 😔,Fri Nov 24 23:11:28 +0000 2017,2,2017-11-24 23:11:28+00:00,2017-11,hardware_physical,False,False,True,True,physical-device or potential safety issue requires human assessment
723551,@AppleSupport fill so much Irritating 😠 using iOS 11 everywhere got problem..,Fri Oct 06 14:13:06 +0000 2017,2,2017-10-06 14:13:06+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
103200,@AppleSupport  dont understand why i just called you to have my phone not working stilll.... thanks so much,Thu Nov 30 17:26:30 +0000 2017,2,2017-11-30 17:26:30+00:00,2017-11,service_complaint,False,False,True,True,a prior service or support experience has already failed the customer
18886,@AppleSupport my Apple Watch has been like this for 2 days any suggestions. Also tried to do a reboot but to no avail. https://t.co/06IgjQuApq,Wed Nov 22 13:03:33 +0000 2017,2,2017-11-22 13:03:33+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
710067,@AppleSupport thanks for turning my fully functioning phone into a useless piece of crap with your new update 👍🏼,Tue Oct 10 20:37:46 +0000 2017,2,2017-10-10 20:37:46+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
689398,@115858 get your coding team together to fix this shitty update so my phone can stop freezing and glitching,Thu Nov 23 07:31:53 +0000 2017,2,2017-11-23 07:31:53+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
662798,@115858 FIX MY NOTE APP.,Thu Nov 23 01:36:15 +0000 2017,8,2017-11-23 01:36:15+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
542324,"@AppleSupport Not an issue but when u put a new SIM, go to settings-&gt;AppleID. It asks you to “Uptade” instead of “Update” your trusted phone.",Sat Dec 02 07:43:00 +0000 2017,3,2017-12-02 07:43:00+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
589531,@AppleSupport @115858 please can you tell me when my #iPhone will stop crashing after the new update? Should have bought a @1107 brick!,Sun Dec 03 15:09:28 +0000 2017,2,2017-12-03 15:09:28+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
487956,Hey @AppleSupport what’s the deal?!? Why the hell should I reset my Apple Watch to pair with my new iPhone? There’s GOT to be another way. Really don’t want to reset my watch guys... https://t.co/cgNx4jCSIW,Fri Dec 01 15:42:59 +0000 2017,2,2017-12-01 15:42:59+00:00,2017-12,feature_how_to,False,False,True,False,informational or setup question is safe to auto-handle
589481,Seems legit 🙄🙄 @115858 @AppleSupport https://t.co/RNS5L3GUQi,Sun Dec 03 15:18:11 +0000 2017,2,2017-12-03 15:18:11+00:00,2017-12,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required
688005,"@AppleSupport i love how my iphone suddenly starts acting all glitchy as soon as the new iphone comes out, care to explain? 🤨",Thu Nov 23 05:42:55 +0000 2017,5,2017-11-23 05:42:55+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
92656,Always wait. I stupidly didn't. Same problem. @115858 https://t.co/HyqLZTzDbr,Thu Nov 30 13:35:48 +0000 2017,2,2017-11-30 13:35:48+00:00,2017-11,other_unclear,False,False,True,False,insufficient detail; ask one clarifying question before routing
538660,@AppleSupport my iPhone keeps restarting and asking me for Touch ID,Sat Dec 02 04:57:41 +0000 2017,4,2017-12-02 04:57:41+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
546540,So my clock wont work and phone keeps turning self on and off every 5-10mins.... any ideas? @115858 @AppleSupport #iPhone6s https://t.co/xh4PllFjYi,Sat Dec 02 10:19:13 +0000 2017,2,2017-12-02 10:19:13+00:00,2017-12,software_update_performance,True,False,True,True,compound case; human review reduces the risk of an incomplete response
793950,Also ever since I updated to iOS 11 the top right corner of my 5s is occasionally unresponsive @115858,Thu Oct 12 08:58:07 +0000 2017,4,2017-10-12 08:58:07+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
90560,"So every time I go on YouTube and I watch any kind of video, the video stops like it pauses on its own. Idk if it’s a glitch or something. #apple @AppleSupport I’m guessing it’s from the newest beta.",Thu Nov 30 12:33:34 +0000 2017,2,2017-11-30 12:33:34+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
760498,"@AppleSupport just tried the latest ios11 software update on my iPhone 7 and now my phone is stuck on the download screen, can you help???",Wed Oct 11 17:43:07 +0000 2017,4,2017-10-11 17:43:07+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
229179,Professionell @115858 . Ich muss jetzt schon das 3. Update für #IOS11 machen. Voll mit Fehlern das Ding! #Iphone #Apple,Wed Oct 11 17:33:14 +0000 2017,2,2017-10-11 17:33:14+00:00,2017-10,out_of_scope,False,True,True,True,"non-English input, out of scope for v1 auto-handling"
484491,@AppleSupport more than several times I have an app just disappear! Send directions how to get it back. This is very frustrating! Thank you,Fri Dec 01 09:41:07 +0000 2017,2,2017-12-01 09:41:07+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
946662,@AppleSupport why does my 5s just randomly shut off?,Sat Oct 21 16:27:31 +0000 2017,2,2017-10-21 16:27:31+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
622622,@AppleSupport so saddened by the handling of my moms iPhone X preorder. She’s gotten no reason on why her phone is now being shipped back to the warehouse. It was scheduled to be delivered Monday. Now due to the return request from @115858 it’s going to be 10-14 days.,Wed Nov 22 17:14:01 +0000 2017,4,2017-11-22 17:14:01+00:00,2017-11,billing_subscription_purchase,False,False,True,True,"money-sensitive purchase, charge, subscription, or fulfillment issue"
593594,@115858 @AppleSupport do you know why https://t.co/DVQLkBC7uj can't sign me in online?,Sun Dec 03 16:32:52 +0000 2017,2,2017-12-03 16:32:52+00:00,2017-12,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required
313015,Weird macOS quirk - I haven't been able to install updates to GarageBand for about a year. It always fails. Only GarageBand. @AppleSupport ?,Fri Oct 06 21:07:40 +0000 2017,4,2017-10-06 21:07:40+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
122329,"@115858 @AppleSupport after upgrading to the latest #iOS 11.1.2 on my iPad, going back the home screen by finger swiping up isn’t working and screen tilting orientation change isn’t yet sensitive as before in release 10. Work a little bit please #apple #ios #ipad",Fri Nov 24 00:09:21 +0000 2017,2,2017-11-24 00:09:21+00:00,2017-11,software_update_performance,True,False,True,True,compound case; human review reduces the risk of an incomplete response
537656,@AppleSupport when will the MacOS Twitter app support the larger character count?,Sat Dec 02 04:11:40 +0000 2017,3,2017-12-02 04:11:40+00:00,2017-12,feature_how_to,False,False,True,False,informational or setup question is safe to auto-handle
1000024,I’m so tired of these question mark boxes on my TL. Get your shit together  @115858 @AppleSupport,Fri Nov 03 18:42:35 +0000 2017,2,2017-11-03 18:42:35+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
39621,"My whatsapp chats wiped, now it's been backed up with 0 texts - how can I get them all back from previous back ups? @AppleSupport",Wed Nov 01 11:21:40 +0000 2017,2,2017-11-01 11:21:40+00:00,2017-11,data_backup_loss,False,False,True,True,significant or potentially irreversible data loss requires human review
491424,@AppleSupport Your latest ios update just cleared out all of my saved voicemail messages. Thanks.,Fri Dec 01 16:25:18 +0000 2017,2,2017-12-01 16:25:18+00:00,2017-12,data_backup_loss,False,False,True,True,significant or potentially irreversible data loss requires human review
42636,Ey @AppleSupport since I updating my iPhone 8 to iOS 11.1 does not stop restarting!! 😡😞😭 #iOS11 #bug,Wed Nov 01 15:03:57 +0000 2017,4,2017-11-01 15:03:57+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
306630,So my iPad just decided it's not gonna turn on or do anything today... wtf @115858 @AppleSupport,Fri Oct 06 20:47:27 +0000 2017,4,2017-10-06 20:47:27+00:00,2017-10,hardware_physical,False,False,True,True,physical-device or potential safety issue requires human assessment
780727,A new generation of iPhone. Now available.,Thu Sep 21 23:36:02 +0000 2017,3,2017-09-21 23:36:02+00:00,2017-09,out_of_scope,False,False,False,False,excluded: not a support request
455001,"@115858 in Monterey is trying to BS me saying they don’t replace charger wires for free. Tf, yeah you do. I’m under warranty",Thu Nov 30 23:28:30 +0000 2017,2,2017-11-30 23:28:30+00:00,2017-11,service_complaint,False,False,True,True,a prior service or support experience has already failed the customer
875099,"Charged my phone all night. Woke up with it at 100%. Fell asleep for an hour, woke up and it was at 1%. Lol. @115858",Fri Oct 20 17:25:19 +0000 2017,4,2017-10-20 17:25:19+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
522057,@AppleSupport  BTW I run 11.1.2 manually setting your clock back a few days seem to work but that ain't a real fix.,Sat Dec 02 02:53:12 +0000 2017,2,2017-12-02 02:53:12+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
885680,@AppleSupport Almost every single app on my phone is messed up with this new update and I’m not getting notifs. When is this getting fixed?,Fri Oct 13 16:52:50 +0000 2017,2,2017-10-13 16:52:50+00:00,2017-10,software_update_performance,True,False,True,True,compound case; human review reduces the risk of an incomplete response
584658,@AppleSupport my iPhone has logged me out of everything and apparently all my passwords are wrong? Even my at home wifi is apparently wrong? Done all the restart reset crap,Sun Dec 03 09:25:29 +0000 2017,2,2017-12-03 09:25:29+00:00,2017-12,account_access_security,True,False,True,True,security-sensitive; identity or legitimacy verification may be required
452607,"@AppleSupport @115858
The new authentication system doesn't work and I can't access my laptop anymore.
Solve it please! 

#Apple",Thu Nov 30 22:08:32 +0000 2017,2,2017-11-30 22:08:32+00:00,2017-11,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required
450392,Hi @AppleSupport is this a scam email? Assuming yes 😳 https://t.co/KTVdxAcIES,Thu Nov 30 21:20:33 +0000 2017,2,2017-11-30 21:20:33+00:00,2017-11,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required
292373,@AppleSupport Why has the iOS 11 update slowed my iPhone and iPad down??? 😖,Fri Oct 06 14:47:12 +0000 2017,4,2017-10-06 14:47:12+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
872534,@AppleSupport I have a question regarding activating Iphone8 plus one time payment ($799) with other carrier different of AT&amp;T,Fri Oct 13 14:54:22 +0000 2017,4,2017-10-13 14:54:22+00:00,2017-10,feature_how_to,False,False,True,False,informational or setup question is safe to auto-handle
898673,Before 2018 gets here @115858 can you please fix the I️,Tue Nov 07 23:53:48 +0000 2017,2,2017-11-07 23:53:48+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
835100,What does that mean?? I’m not trying to send anything... please @6717 @115858 @46228 @118936 https://t.co/EHz1jaDGHM,Fri Sep 29 16:08:55 +0000 2017,6,2017-09-29 16:08:55+00:00,2017-09,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
868177,@applesupport 11.0.3 iPhone SE + 11.0.3. Upgraded and bluetooth no longer connects. 3 phones and 3 different BTs.  Can't revert to 10.3.,Fri Oct 13 14:37:39 +0000 2017,6,2017-10-13 14:37:39+00:00,2017-10,connectivity,False,False,True,False,routine connectivity troubleshooting is safe to auto-handle
1016878,@AppleSupport its saying mail is using 1.56GB but I haven't got my email set up? https://t.co/s7jwnqqjNK,Sat Oct 14 15:01:21 +0000 2017,2,2017-10-14 15:01:21+00:00,2017-10,feature_how_to,False,False,True,False,informational or setup question is safe to auto-handle
733381,@115858 get yall shit together. That update fucked up my iohone 7 and its dying faster than it was when I bought it.,Fri Oct 06 16:32:29 +0000 2017,4,2017-10-06 16:32:29+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
496876,@AppleSupport what can I do other than restarting my phone and re-logging in to my Apple ID to get my music and TV apps to open? Also can’t access settings-&gt;music because it just freezes.,Fri Dec 01 17:19:49 +0000 2017,6,2017-12-01 17:19:49+00:00,2017-12,software_update_performance,True,False,True,True,compound case; human review reduces the risk of an incomplete response
435838,My Apple Music app won’t work it just keeps crashing since the update but I’m still getting charged ? Wtf @AppleSupport,Tue Oct 10 15:39:10 +0000 2017,2,2017-10-10 15:39:10+00:00,2017-10,billing_subscription_purchase,False,False,True,True,"money-sensitive purchase, charge, subscription, or fulfillment issue"
963715,@AppleSupport please fix this update! Battery life sucks!!,Sat Oct 21 21:07:53 +0000 2017,4,2017-10-21 21:07:53+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
97589,"@AppleSupport my Apple Watch is unlocking itself! I put it on my wrist in the morning and it asks for an unlock code, if I don’t enter the code it automatically unlocks itself after a couple of minutes anyway! 😳😳 Any ideas? 🙏",Thu Nov 23 12:50:29 +0000 2017,2,2017-11-23 12:50:29+00:00,2017-11,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required
92533,Absolute shock the iPhone 8 &amp; X come out and my 7 starts shutting down on 30% battery @115858 you are dirty eyed boys,Thu Nov 30 13:57:47 +0000 2017,2,2017-11-30 13:57:47+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
523869,@AppleSupport why ios 11.1.2 often self rebooting? It back to passcode again,Sat Dec 02 03:33:21 +0000 2017,2,2017-12-02 03:33:21+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
1037652,Hey @AppleSupport thanks for bricking my #AppleTV third generation with the latest update.,Mon Oct 23 02:02:14 +0000 2017,2,2017-10-23 02:02:14+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
905226,My iPhone 📱 7 has basically been unusable since the update #superweak @115858,Fri Oct 20 23:40:13 +0000 2017,2,2017-10-20 23:40:13+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
667835,"@AppleSupport I purchased on iTunes tho I am unable to download it due to space, is it still purchased? I want download it to my Apple iPad when I get it.",Tue Nov 21 19:49:21 +0000 2017,6,2017-11-21 19:49:21+00:00,2017-11,billing_subscription_purchase,False,False,True,True,"money-sensitive purchase, charge, subscription, or fulfillment issue"
1014508,Portrait Lighting on iPhone 8 Plus lets you create dramatic studio lighting effects.,Fri Sep 29 21:43:24 +0000 2017,9,2017-09-29 21:43:24+00:00,2017-09,out_of_scope,False,False,False,False,excluded: not a support request
742292,.@115858 Why is the new #iOS11 update causing my wifi to turn on constantly? cc @116333,Fri Oct 06 22:16:38 +0000 2017,6,2017-10-06 22:16:38+00:00,2017-10,connectivity,False,False,True,False,routine connectivity troubleshooting is safe to auto-handle
519200,@115858  tell me why my iphone6s plus all of a sudden has issues with calibration coincidentally around the same time I updated my phone. My phone was working perfectly until that day. Why?,Sat Dec 02 01:40:12 +0000 2017,4,2017-12-02 01:40:12+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
665847,What is going on Apple?? I️ have weird fonts popping up when I️ try to text!!! @AppleSupport,Sat Nov 11 17:43:11 +0000 2017,2,2017-11-11 17:43:11+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
41547,@115858 You freaking suck! I just got a brand new phone under warranty because my other one was giving me issues. Now this one is giving me +,Wed Nov 01 14:27:47 +0000 2017,4,2017-11-01 14:27:47+00:00,2017-11,other_unclear,False,False,True,False,insufficient detail; ask one clarifying question before routing
115990,@115858 why is this a Siri suggested website? https://t.co/P7SQKqRIpr,Thu Nov 23 21:03:46 +0000 2017,2,2017-11-23 21:03:46+00:00,2017-11,feature_how_to,False,False,True,False,informational or setup question is safe to auto-handle
333634,@AppleSupport Can you tell me how to fix this? Just updated High Sierra and Finder seems not working. https://t.co/SXB4Wb744z,Tue Oct 03 15:31:10 +0000 2017,3,2017-10-03 15:31:10+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
763627,@AppleSupport I got an iphone 6 with straight talk just like my 5....erased all content and tried inserting my sim card but it is saying the carriers dont match. how do i fix this,Wed Oct 11 21:13:36 +0000 2017,6,2017-10-11 21:13:36+00:00,2017-10,connectivity,False,False,True,False,routine connectivity troubleshooting is safe to auto-handle
543701,Anyone else’s #iPhone without prompt mini restarts then shows passcode screen? @AppleSupport every 30 seconds,Sat Dec 02 08:12:21 +0000 2017,2,2017-12-02 08:12:21+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle
143509,@AppleSupport hello I’ve been trying to get verification code for signing in to my apple ID but I didn’t receive any code. Need help.,Fri Nov 24 04:45:47 +0000 2017,4,2017-11-24 04:45:47+00:00,2017-11,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required
