thread_id,opening_text,created_at,n_turns,dt,month,label_intent,is_multi_issue,is_non_english,is_support_request,label_escalate,label_reason,label_source,human_reviewed,agent_reply
337028,@AppleSupport My phone got stolen &amp; these scammer people made a fake login to https://t.co/XGH0mSIJq1. Want to DM? Would luv 2 shut m down.,Sat Oct 07 20:27:27 +0000 2017,2,2017-10-07 20:27:27+00:00,2017-10,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required,rules_plus_AI_review,False,"We can help you regain secure access. For your protection, never share passwords or verification codes. Start account recovery at iforgot.apple.com, or contact Apple Support if you no longer have access to your trusted phone number or device."
274974,my phones literally been turning on for 14 hours fix this @115858,Sat Nov 25 03:01:53 +0000 2017,2,2017-11-25 03:01:53+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
495178,@115858 @115725 I’m soo glad I got that @134236 plus watch + cellular. Oh waaaiit my cellular won’t work and doesn’t connect to my network without my phone.  Money well spent? 🤔,Fri Dec 01 17:08:52 +0000 2017,2,2017-12-01 17:08:52+00:00,2017-12,connectivity,False,False,True,False,routine connectivity troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re having trouble connecting. Try turning Wi-Fi or Bluetooth off and back on, restarting the device, and installing the latest software update. If it persists, tell us your device model, software version, and the network/accessory involved."
701609,@AppleSupport Beyond frustrated that the glass back on my iPhone 8 has cracked. I didn’t even drop it and it’s always had a case on it. You all swore to us that it was durable but clearly that isn’t the case.,Thu Nov 23 15:13:37 +0000 2017,2,2017-11-23 15:13:37+00:00,2017-11,hardware_physical,False,False,True,True,physical-device or potential safety issue requires human assessment,rules_plus_AI_review,False,"Sorry your device is having a hardware-related issue. Avoid further use if it is hot, swollen, damaged, or has a damaged battery. You can arrange an inspection through the Apple Support app or at getsupport.apple.com."
612780,"Help my iPhone is glitching like it’s possessed. Screens freeze, static screens when I scroll. Restarted it and no luck.@AppleSupport",Wed Nov 22 06:22:21 +0000 2017,2,2017-11-22 06:22:21+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
152948,@AppleSupport so... my phone continuously says no sim installed ever since I updated. I’m over this.,Fri Nov 24 15:04:05 +0000 2017,2,2017-11-24 15:04:05+00:00,2017-11,connectivity,False,False,True,False,routine connectivity troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re having trouble connecting. Try turning Wi-Fi or Bluetooth off and back on, restarting the device, and installing the latest software update. If it persists, tell us your device model, software version, and the network/accessory involved."
483169,@115858 your latest OS is terrible. Has made all my devices very slow and my Mac not only did nor downloaded correctly but went down.  What are you doing to fix this? Shocking!!,Fri Dec 01 08:30:30 +0000 2017,2,2017-12-01 08:30:30+00:00,2017-12,software_update_performance,True,False,True,True,compound case; human review reduces the risk of an incomplete response,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
735914,"@115858 Your new update has destroyed my iPhone 7 battery life INCLUDING my Apple battery case! Why? 😡 I now want to leave, not upgrade!",Tue Oct 10 07:04:38 +0000 2017,2,2017-10-10 07:04:38+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
556067,"My mother f***er of a phone won’t let me press install , my phones gonna restart and everything gone wahhhhhh https://t.co/03EIJ6yX8C",Sat Dec 02 19:33:32 +0000 2017,4,2017-12-02 19:33:32+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
174121,@AppleSupport I have a problem with the batteries first my Appel watch and now my iPhone 5c 😔,Fri Nov 24 23:11:28 +0000 2017,2,2017-11-24 23:11:28+00:00,2017-11,hardware_physical,False,False,True,True,physical-device or potential safety issue requires human assessment,rules_plus_AI_review,False,"Sorry your device is having a hardware-related issue. Avoid further use if it is hot, swollen, damaged, or has a damaged battery. You can arrange an inspection through the Apple Support app or at getsupport.apple.com."
18886,@AppleSupport my Apple Watch has been like this for 2 days any suggestions. Also tried to do a reboot but to no avail. https://t.co/06IgjQuApq,Wed Nov 22 13:03:33 +0000 2017,2,2017-11-22 13:03:33+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
710067,@AppleSupport thanks for turning my fully functioning phone into a useless piece of crap with your new update 👍🏼,Tue Oct 10 20:37:46 +0000 2017,2,2017-10-10 20:37:46+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
689398,@115858 get your coding team together to fix this shitty update so my phone can stop freezing and glitching,Thu Nov 23 07:31:53 +0000 2017,2,2017-11-23 07:31:53+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
589531,@AppleSupport @115858 please can you tell me when my #iPhone will stop crashing after the new update? Should have bought a @1107 brick!,Sun Dec 03 15:09:28 +0000 2017,2,2017-12-03 15:09:28+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
589481,Seems legit 🙄🙄 @115858 @AppleSupport https://t.co/RNS5L3GUQi,Sun Dec 03 15:18:11 +0000 2017,2,2017-12-03 15:18:11+00:00,2017-12,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required,rules_plus_AI_review,False,"We can help you regain secure access. For your protection, never share passwords or verification codes. Start account recovery at iforgot.apple.com, or contact Apple Support if you no longer have access to your trusted phone number or device."
92656,Always wait. I stupidly didn't. Same problem. @115858 https://t.co/HyqLZTzDbr,Thu Nov 30 13:35:48 +0000 2017,2,2017-11-30 13:35:48+00:00,2017-11,other_unclear,False,False,True,False,insufficient detail; ask one clarifying question before routing,rules_plus_AI_review,False,"Sorry you’re running into this. Could you share your device model, software version, and what happens when you try? With those details, Apple Support can point you to the right next step."
538660,@AppleSupport my iPhone keeps restarting and asking me for Touch ID,Sat Dec 02 04:57:41 +0000 2017,4,2017-12-02 04:57:41+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
546540,So my clock wont work and phone keeps turning self on and off every 5-10mins.... any ideas? @115858 @AppleSupport #iPhone6s https://t.co/xh4PllFjYi,Sat Dec 02 10:19:13 +0000 2017,2,2017-12-02 10:19:13+00:00,2017-12,software_update_performance,True,False,True,True,compound case; human review reduces the risk of an incomplete response,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
793950,Also ever since I updated to iOS 11 the top right corner of my 5s is occasionally unresponsive @115858,Thu Oct 12 08:58:07 +0000 2017,4,2017-10-12 08:58:07+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
760498,"@AppleSupport just tried the latest ios11 software update on my iPhone 7 and now my phone is stuck on the download screen, can you help???",Wed Oct 11 17:43:07 +0000 2017,4,2017-10-11 17:43:07+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
484491,@AppleSupport more than several times I have an app just disappear! Send directions how to get it back. This is very frustrating! Thank you,Fri Dec 01 09:41:07 +0000 2017,2,2017-12-01 09:41:07+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
622622,@AppleSupport so saddened by the handling of my moms iPhone X preorder. She’s gotten no reason on why her phone is now being shipped back to the warehouse. It was scheduled to be delivered Monday. Now due to the return request from @115858 it’s going to be 10-14 days.,Wed Nov 22 17:14:01 +0000 2017,4,2017-11-22 17:14:01+00:00,2017-11,billing_subscription_purchase,False,False,True,True,"money-sensitive purchase, charge, subscription, or fulfillment issue",rules_plus_AI_review,False,"We can help with that purchase or subscription issue. Review your purchase history at reportaproblem.apple.com and your subscriptions in Settings > [your name] > Subscriptions. For account-specific assistance, contact Apple Support."
593594,@115858 @AppleSupport do you know why https://t.co/DVQLkBC7uj can't sign me in online?,Sun Dec 03 16:32:52 +0000 2017,2,2017-12-03 16:32:52+00:00,2017-12,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required,rules_plus_AI_review,False,"We can help you regain secure access. For your protection, never share passwords or verification codes. Start account recovery at iforgot.apple.com, or contact Apple Support if you no longer have access to your trusted phone number or device."
313015,Weird macOS quirk - I haven't been able to install updates to GarageBand for about a year. It always fails. Only GarageBand. @AppleSupport ?,Fri Oct 06 21:07:40 +0000 2017,4,2017-10-06 21:07:40+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
537656,@AppleSupport when will the MacOS Twitter app support the larger character count?,Sat Dec 02 04:11:40 +0000 2017,3,2017-12-02 04:11:40+00:00,2017-12,feature_how_to,False,False,True,False,informational or setup question is safe to auto-handle,rules_plus_AI_review,False,"We’re happy to help. You can find step-by-step guidance in the Apple Support app or at support.apple.com. Please tell us which Apple device and software version you’re using, and what you’d like to do."
1000024,I’m so tired of these question mark boxes on my TL. Get your shit together  @115858 @AppleSupport,Fri Nov 03 18:42:35 +0000 2017,2,2017-11-03 18:42:35+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
39621,"My whatsapp chats wiped, now it's been backed up with 0 texts - how can I get them all back from previous back ups? @AppleSupport",Wed Nov 01 11:21:40 +0000 2017,2,2017-11-01 11:21:40+00:00,2017-11,data_backup_loss,False,False,True,True,significant or potentially irreversible data loss requires human review,rules_plus_AI_review,False,We’re sorry about the missing data. Please do not overwrite or erase the device yet. Check Settings > [your name] > iCloud > iCloud Backup and any recent computer backup. Apple Support can help review available recovery options.
42636,Ey @AppleSupport since I updating my iPhone 8 to iOS 11.1 does not stop restarting!! 😡😞😭 #iOS11 #bug,Wed Nov 01 15:03:57 +0000 2017,4,2017-11-01 15:03:57+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
306630,So my iPad just decided it's not gonna turn on or do anything today... wtf @115858 @AppleSupport,Fri Oct 06 20:47:27 +0000 2017,4,2017-10-06 20:47:27+00:00,2017-10,hardware_physical,False,False,True,True,physical-device or potential safety issue requires human assessment,rules_plus_AI_review,False,"Sorry your device is having a hardware-related issue. Avoid further use if it is hot, swollen, damaged, or has a damaged battery. You can arrange an inspection through the Apple Support app or at getsupport.apple.com."
780727,A new generation of iPhone. Now available.,Thu Sep 21 23:36:02 +0000 2017,3,2017-09-21 23:36:02+00:00,2017-09,out_of_scope,False,False,False,False,excluded: not a support request,rules_plus_AI_review,False,"Thanks for reaching out. This request is outside the support help we can provide here. For Apple product assistance, please describe the Apple device and issue you need help with."
522057,@AppleSupport  BTW I run 11.1.2 manually setting your clock back a few days seem to work but that ain't a real fix.,Sat Dec 02 02:53:12 +0000 2017,2,2017-12-02 02:53:12+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
885680,@AppleSupport Almost every single app on my phone is messed up with this new update and I’m not getting notifs. When is this getting fixed?,Fri Oct 13 16:52:50 +0000 2017,2,2017-10-13 16:52:50+00:00,2017-10,software_update_performance,True,False,True,True,compound case; human review reduces the risk of an incomplete response,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
584658,@AppleSupport my iPhone has logged me out of everything and apparently all my passwords are wrong? Even my at home wifi is apparently wrong? Done all the restart reset crap,Sun Dec 03 09:25:29 +0000 2017,2,2017-12-03 09:25:29+00:00,2017-12,account_access_security,True,False,True,True,security-sensitive; identity or legitimacy verification may be required,rules_plus_AI_review,False,"We can help you regain secure access. For your protection, never share passwords or verification codes. Start account recovery at iforgot.apple.com, or contact Apple Support if you no longer have access to your trusted phone number or device."
450392,Hi @AppleSupport is this a scam email? Assuming yes 😳 https://t.co/KTVdxAcIES,Thu Nov 30 21:20:33 +0000 2017,2,2017-11-30 21:20:33+00:00,2017-11,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required,rules_plus_AI_review,False,"We can help you regain secure access. For your protection, never share passwords or verification codes. Start account recovery at iforgot.apple.com, or contact Apple Support if you no longer have access to your trusted phone number or device."
292373,@AppleSupport Why has the iOS 11 update slowed my iPhone and iPad down??? 😖,Fri Oct 06 14:47:12 +0000 2017,4,2017-10-06 14:47:12+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
898673,Before 2018 gets here @115858 can you please fix the I️,Tue Nov 07 23:53:48 +0000 2017,2,2017-11-07 23:53:48+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
733381,@115858 get yall shit together. That update fucked up my iohone 7 and its dying faster than it was when I bought it.,Fri Oct 06 16:32:29 +0000 2017,4,2017-10-06 16:32:29+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
496876,@AppleSupport what can I do other than restarting my phone and re-logging in to my Apple ID to get my music and TV apps to open? Also can’t access settings-&gt;music because it just freezes.,Fri Dec 01 17:19:49 +0000 2017,6,2017-12-01 17:19:49+00:00,2017-12,software_update_performance,True,False,True,True,compound case; human review reduces the risk of an incomplete response,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
435838,My Apple Music app won’t work it just keeps crashing since the update but I’m still getting charged ? Wtf @AppleSupport,Tue Oct 10 15:39:10 +0000 2017,2,2017-10-10 15:39:10+00:00,2017-10,billing_subscription_purchase,False,False,True,True,"money-sensitive purchase, charge, subscription, or fulfillment issue",rules_plus_AI_review,False,"We can help with that purchase or subscription issue. Review your purchase history at reportaproblem.apple.com and your subscriptions in Settings > [your name] > Subscriptions. For account-specific assistance, contact Apple Support."
963715,@AppleSupport please fix this update! Battery life sucks!!,Sat Oct 21 21:07:53 +0000 2017,4,2017-10-21 21:07:53+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
97589,"@AppleSupport my Apple Watch is unlocking itself! I put it on my wrist in the morning and it asks for an unlock code, if I don’t enter the code it automatically unlocks itself after a couple of minutes anyway! 😳😳 Any ideas? 🙏",Thu Nov 23 12:50:29 +0000 2017,2,2017-11-23 12:50:29+00:00,2017-11,account_access_security,False,False,True,True,security-sensitive; identity or legitimacy verification may be required,rules_plus_AI_review,False,"We can help you regain secure access. For your protection, never share passwords or verification codes. Start account recovery at iforgot.apple.com, or contact Apple Support if you no longer have access to your trusted phone number or device."
92533,Absolute shock the iPhone 8 &amp; X come out and my 7 starts shutting down on 30% battery @115858 you are dirty eyed boys,Thu Nov 30 13:57:47 +0000 2017,2,2017-11-30 13:57:47+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
523869,@AppleSupport why ios 11.1.2 often self rebooting? It back to passcode again,Sat Dec 02 03:33:21 +0000 2017,2,2017-12-02 03:33:21+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
1037652,Hey @AppleSupport thanks for bricking my #AppleTV third generation with the latest update.,Mon Oct 23 02:02:14 +0000 2017,2,2017-10-23 02:02:14+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
905226,My iPhone 📱 7 has basically been unusable since the update #superweak @115858,Fri Oct 20 23:40:13 +0000 2017,2,2017-10-20 23:40:13+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
1014508,Portrait Lighting on iPhone 8 Plus lets you create dramatic studio lighting effects.,Fri Sep 29 21:43:24 +0000 2017,9,2017-09-29 21:43:24+00:00,2017-09,out_of_scope,False,False,False,False,excluded: not a support request,rules_plus_AI_review,False,"Thanks for reaching out. This request is outside the support help we can provide here. For Apple product assistance, please describe the Apple device and issue you need help with."
742292,.@115858 Why is the new #iOS11 update causing my wifi to turn on constantly? cc @116333,Fri Oct 06 22:16:38 +0000 2017,6,2017-10-06 22:16:38+00:00,2017-10,connectivity,False,False,True,False,routine connectivity troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re having trouble connecting. Try turning Wi-Fi or Bluetooth off and back on, restarting the device, and installing the latest software update. If it persists, tell us your device model, software version, and the network/accessory involved."
519200,@115858  tell me why my iphone6s plus all of a sudden has issues with calibration coincidentally around the same time I updated my phone. My phone was working perfectly until that day. Why?,Sat Dec 02 01:40:12 +0000 2017,4,2017-12-02 01:40:12+00:00,2017-12,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
665847,What is going on Apple?? I️ have weird fonts popping up when I️ try to text!!! @AppleSupport,Sat Nov 11 17:43:11 +0000 2017,2,2017-11-11 17:43:11+00:00,2017-11,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
115990,@115858 why is this a Siri suggested website? https://t.co/P7SQKqRIpr,Thu Nov 23 21:03:46 +0000 2017,2,2017-11-23 21:03:46+00:00,2017-11,feature_how_to,False,False,True,False,informational or setup question is safe to auto-handle,rules_plus_AI_review,False,"We’re happy to help. You can find step-by-step guidance in the Apple Support app or at support.apple.com. Please tell us which Apple device and software version you’re using, and what you’d like to do."
333634,@AppleSupport Can you tell me how to fix this? Just updated High Sierra and Finder seems not working. https://t.co/SXB4Wb744z,Tue Oct 03 15:31:10 +0000 2017,3,2017-10-03 15:31:10+00:00,2017-10,software_update_performance,False,False,True,False,routine software troubleshooting is safe to auto-handle,rules_plus_AI_review,False,"Sorry you’re experiencing this after an update. Please restart your iPhone, check Settings > General > Software Update for any follow-up update, and make sure you have enough free storage. If it continues, contact Apple Support with your iPhone model and iOS version so we can help investigate."
